"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","PROLIFIC_PID","Age","Gender","Handedness","Native.Language","date","expName","psychopyVersion","OS","frameRate","id","session","researcher","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","preResp.keys","preResp.corr","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt","preResp.rt"
"34","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","l","top","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5989999999999327]",1,3,11,2,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"35","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","l","top","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5390000000002146]",1,4,12,0,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"36","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","a","top","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6140000000000327]",1,5,13,1,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"37","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","a","bottom","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5510000000001583]",1,6,14,7,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"38","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","l","bottom","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.7300000000000182,1.09900000000016]",1,7,15,4,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"39","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","l","top","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5299999999999727]",2,0,16,2,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"40","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","a","bottom","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6069999999999709]",2,1,17,5,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"41","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","a","top","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7059999999999036]",2,2,18,3,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"42","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","a","bottom","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.4859999999998763,0.7670000000000528]",2,3,19,7,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"43","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","l","bottom","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.49900000000002365]",2,4,20,6,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"44","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","a","top","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6489999999998872]",2,5,21,1,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"45","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","l","bottom","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5740000000000691]",2,6,22,4,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"46","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","l","top","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4970000000002983]",2,7,23,0,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"47","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","l","top","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5470000000000255]",3,0,24,0,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"48","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","a","bottom","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5519999999996799]",3,1,25,5,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"49","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","l","top","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.8040000000000873,1.2199999999998]",3,2,26,2,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"50","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","a","top","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7510000000002037]",3,3,27,3,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"51","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Tisch","Markt","learn","valid","a","top","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.73700000000008]",3,4,28,1,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"52","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Markt","Tisch","learn","valid","a","bottom","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7880000000000109]",3,5,29,7,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"53","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Kreis","Stein","learn","valid","l","bottom","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.8010000000003856]",3,6,30,6,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"54","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"HeadStartLearn","Stein","Kreis","learn","valid","l","bottom","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4819999999999709]",3,7,31,4,1,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"55","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","a","bottom","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4980000000000473]",NA,NA,NA,NA,NA,"",0,0,0,31,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"56","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","l","top","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5019999999999527]",NA,NA,NA,NA,NA,"",0,1,1,8,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"57","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","l","top","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5269999999995889]",NA,NA,NA,NA,NA,"",0,2,2,74,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"58","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Stein","learn","valid","l","top","bottom","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.5,0.7669999999998254]",NA,NA,NA,NA,NA,"",0,3,3,114,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"59","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","valid","a","bottom","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5610000000001492]",NA,NA,NA,NA,NA,"",0,4,4,23,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"60","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Markt","learn","valid","a","bottom","top","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5640000000003056]",NA,NA,NA,NA,NA,"",0,5,5,29,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"61","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","l","bottom","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5549999999998363]",NA,NA,NA,NA,NA,"",0,6,6,100,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"62","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","a","bottom","nil","salient",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5300000000002001]",NA,NA,NA,NA,NA,"",0,7,7,220,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"63","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","bottom","nil","salient",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5899999999996908]",NA,NA,NA,NA,NA,"",0,8,8,181,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"64","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Kreis","learn","valid","l","bottom","top","Stein",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5459999999998217]",NA,NA,NA,NA,NA,"",0,9,9,44,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"65","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","a","bottom","nil","salient",2,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5299999999997453]",NA,NA,NA,NA,NA,"",0,10,10,212,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
"66","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1,"5e9311d924e9a7183eb69271","31","male","right","German","2020-10-20_12h18.46.900","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Firefox",2560,1440,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Tisch","learn","invalid","l","bottom","bottom","Tisch",2,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5610000000001492]",NA,NA,NA,NA,NA,"",0,11,11,71,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0
